Id,References
1962305, 211793 874017 1742687 1078451 343371 1715255 419747 984669 1512606 669389
1962308, 451271 1491214 1810673 716119 86032 1683468 967763 1610839 1530921 1373546
1962320, 621258 836590 1561039 1478208 1371522 163707 24973 368630 1291883 1064259
1962324, 1881399 1201434 1833831 850210 935022 9033 1728275 1288020 1003499 502984
1962325, 703041 652644 1907536 1073879 536172 456539 1835119 1244906 1388662 1345117
1962326, 1506063 1643645 515841 123817 1423500 57411 1510710 764362 24402 1195379
1962328, 1604674 804553 1638224 268836 977820 1981852 1475706 1613694 1562339 236662
1962334, 1420322 1181075 212356 426046 94956 55433 1302815 984749 912850 2087796
1962337, 515856 1897386 1544159 609935 1527412 213699 542413 234457 364376 187047
1962339, 1292569 267834 1854728 1686939 290499 1861706 1474717 1234974 1085430 890594
1962348, 1638465 1192176 97670 839505 1746116 1616695 76810 223740 1910419 1006378
1962352, 48492 1015766 356586 1818286 932619 556693 522639 879756 1238700 779546
1962354, 100069 1523154 1708082 516976 1508402 492513 1162872 51267 256708 1104243
1962360, 1859151 350110 337621 1050819 1709416 1270678 74314 720108 1103507 881108
1962361, 1021906 1033041 1290938 1778490 1509314 1582441 435320 798018 903088 1131663
1962369, 921293 769291 152145 1212958 679437 1704398 1079065 1816949 1863921 735725
1962372, 1980611 1589605 1840239 1068498 1625238 1775400 1701287 997254 214336 987705
1962373, 978161 335021 178130 1232222 181204 1774392 1358019 589809 1928564 945307
1962377, 1081598 524886 892389 1670628 1661380 234393 1556964 1490059 1068639 1167316
1962383, 1106086 1633640 1584559 1822971 1554215 1878140 98231 2002457 1572369 197870
1962386, 57032 1289660 1196390 256140 1769602 1076020 885726 1265192 667247 910113
1966127, 1967280 896101 549534 1872256 858280 1287968 1183447 1852335 1693069 1486199
1966172, 317677 547012 2064346 277252 1168450 769226 174292 182570 471521 283855
1966176, 353887 1914662 3979 313751 889489 1788167 1193590 573098 432193 1917752
1966179, 1840353 197341 129159 264615 1444679 1425754 1708585 767797 95117 1680381
1966180, 1101321 1653135 307658 988597 1536204 231014 922586 1187274 1550262 587626
1966211, 634186 224553 679780 467677 294462 1732634 143086 1402985 120905 1599003
1966242, 199759 1807512 371958 1066730 1058936 777191 1788847 1553669 1103402 629437
1966243, 60337 1351782 895100 810794 1409419 587397 893413 377976 2023647 1326716
1966274, 1408712 1619624 1981050 1796873 869309 716036 1819097 135045 604173 979379
1966287, 688237 1570831 1369549 1589852 1408689 1053469 1370771 69916 431661 1844947
1966293, 1806697 459315 1550718 1173637 1028054 596390 315086 360699 776439 1039996
1966296, 789953 360315 639140 152364 565441 924779 1250505 668605 1043720 1240607
1966300, 275458 423810 622107 1628697 1429007 237028 565984 209689 1664882 760571
1966301, 1919053 467310 931322 1520984 679912 1055574 1803915 248609 1819216 1572190
1966305, 1036940 312309 614083 1915639 1804855 552372 1336267 459545 278371 1289406
1966313, 299931 790435 1087254 1574275 434746 1655008 1033582 507803 1595271 957681
1966339, 11904 485348 192746 1597756 1060085 350274 527551 1749151 282863 1530766
1966340, 683248 1876635 804409 1106391 1064471 268675 1751552 1640386 1789409 1315319
1966369, 126227 1936660 343399 526231 134037 51927 1409505 1112622 1746773 1649043
1966380, 1776542 162037 631588 387642 1775781 1737625 563183 734149 1613379 1334135
1966386, 1694814 155464 1111780 1146705 1772077 720755 1284402 960517 1219841 714328
1966387, 629830 1639951 1903032 1524360 178300 1744583 962701 1796468 140305 262251
1966388, 1628765 1689077 1199728 1690215 996334 1747184 436085 296363 478219 895281
1966389, 740664 501338 1486127 501570 444227 1202807 547746 2019280 71630 243441
1966390, 1464297 796262 1501882 1519321 1772946 1098645 50867 305160 1400262 428904
1966972, 1397853 218337 937984 689501 31450 1610048 179790 1886185 1788638 140486
1966975, 1963047 799824 876892 717429 950193 885506 11341 190511 723659 363960
1966979, 423178 1660424 1525787 416538 1799450 140361 638834 716600 325326 82768
1966986, 576156 1588132 1005539 1323578 1050499 1925177 182488 86205 1679142 1108949
1966989, 1109759 628891 824198 216659 1690825 1798381 1262107 1356482 1480987 1653822
1967011, 436918 1512479 1868791 485393 785502 432809 258485 1016683 214445 612714
1967020, 1040827 311045 1708994 1787767 1567669 1979425 360082 110271 253876 583391
1967025, 1216973 1358472 1432047 379108 1578104 528153 1307212 1378826 1407233 1061115
1967039, 1497982 588520 1467646 1683160 642953 622772 665779 1354287 1281386 484137
1967043, 1762967 1553916 1398493 1873871 69094 713545 386257 1188476 692129 1526188
1967051, 603053 1610327 719177 1133306 221197 1300871 1559688 1609539 1708621 1492255
1967060, 1678330 729343 633883 909862 156533 928839 1355688 845315 621300 1250448
1967077, 1026525 701959 3011 348623 813484 263120 460221 357962 1079078 1104431
1967086, 1419141 568937 825841 279063 179487 79987 1938139 549594 149341 1464469
1967088, 156599 1477241 1574225 704991 260203 214791 284491 561983 1666991 505627
1967414, 65173 549709 1786639 345763 1706796 754928 78636 1486667 574368 1003673
1967421, 1946910 1840449 1183170 668308 1593795 1596538 677367 677121 1585778 1424837
1967483, 1426386 1489510 1467558 1196213 1938559 101422 467162 1061026 1559533 1724230
1967484, 1494898 1078447 499184 1628673 1688886 1497835 1050373 1495052 536545 1747834
1967512, 175990 1205334 607368 1158674 703892 642602 593460 1584209 15624 326665
1967521, 1491052 1299097 1264925 499742 454543 1543752 1675237 970989 2065488 1318144
1967523, 254274 101698 1512287 424693 442002 875640 1802140 1045566 1719249 1568510
1967535, 1672346 1255061 1626268 1939649 908151 715091 669820 760623 10879 1731265
1967536, 1067679 12395 1252818 1531486 1646899 1151503 1407408 302265 4973 348088
1967541, 1603653 1465617 1033478 1693782 285315 757839 527418 561420 496303 1663901
1967545, 529674 1280816 2018726 1379048 658773 1402086 1616462 1456303 972405 860392
1967555, 1375168 698420 1192538 434842 632683 1126192 911210 123704 1835978 803405
1967556, 840470 885384 1135936 1615834 607792 446340 1941257 1667269 274679 1532620
1967593, 1565704 1556174 901460 877142 1281198 1659738 257291 1953600 273714 1791594
1967596, 1941126 1434541 553184 642267 1131779 869569 1562407 1280313 703614 454457
1967615, 1056736 204867 862769 49878 1941840 1455854 13667 1045034 1194485 531373
1967629, 1264250 416698 1161459 1533236 1365405 269335 290290 1821809 813958 519150
1967648, 408858 1611921 320768 1550128 1572443 115687 1807523 568277 1641156 747328
1967667, 165264 1423307 774571 1260575 464168 181904 398973 573190 509337 430304
1967671, 1458890 1475719 858608 1001597 1590146 441978 1700881 829511 885076 377462
1967685, 2085230 1587268 1637872 1871201 878284 1238776 771147 1862363 136687 1118260
1967686, 781003 1836927 1546486 1860519 939705 1718410 1448862 1663370 1710481 1412171
1967687, 732153 724195 1332455 510107 1737363 358585 1916715 1151519 958245 1181858
1967713, 927843 1023685 1527236 737556 1295519 1072850 1462635 837236 905255 552153
1967717, 1205860 937529 771215 1923400 221662 1402553 341907 570765 797394 1859559
1967754, 1846177 1258943 586076 1755368 625202 1871558 1549247 210898 1357623 1175013
1967776, 1593818 1682085 464071 735421 1266371 1161281 1595275 636727 1713028 784605
1967780, 287739 1399944 1589505 29065 734627 1767335 209840 818979 1636726 33019
1967788, 1043934 338999 569723 1090345 622364 1792957 804048 349634 670922 818507
1967798, 914011 1261585 1602862 1333597 1012207 69879 12931 221557 152901 57111
1967811, 338037 373136 67188 444934 584734 1388287 1671179 1482555 1669675 322036
1967838, 637676 1828251 719831 1799363 144010 573173 442653 226169 1835047 787594
1967840, 354917 1161150 1329815 775673 464392 609321 1610956 52734 1394883 115184
1967841, 1179925 1565208 93020 583160 804865 818109 1135815 2090928 1666199 418155
1967850, 1053446 1378771 222244 843734 1646660 162996 1650661 1810867 1299380 1805603
1967863, 88700 1853272 993837 1227875 1303937 221816 1495712 1063114 1497211 1097440
1967881, 1919622 1873669 1492148 853867 1362316 1887595 680348 1935791 825521 459121
1967966, 190889 231556 819981 1936145 269436 778236 798393 747671 1305799 1755527
1967973, 297787 807315 1045242 1680126 504845 1037743 482632 356899 1150713 1874966
1967977, 370304 1773610 1902332 311154 1916073 1510216 918955 1244935 465949 926326
1967978, 614779 1853748 428407 887832 1161476 53151 1489792 486182 1212522 73104
1968038, 1656806 1863527 1135744 97250 380650 427563 1178189 949481 224690 847284
1968046, 1830376 154072 1758531 292010 411938 790223 313191 72201 589280 216799
1968084, 995781 1075472 1931480 102680 1416950 2017333 711326 1299690 491992 317221
1968085, 471829 1157770 1834521 889346 621930 562931 1282035 1020565 885721 1316191
1968200, 1153290 1700263 1302915 1653957 1216664 70463 575329 1595368 914867 993719
1968201, 582973 1372415 54427 1031561 419645 1013050 1353611 362323 628296 367256
1968202, 268047 1875400 253359 832723 1187229 1229936 1122558 463465 502675 209716
1968204, 1278795 106698 559224 1786159 651049 749365 1500324 402473 1446345 276509
1968206, 338344 1107963 1083420 630988 1203414 966685 1501539 1174392 1569017 840661
1968208, 13013 1063851 33986 976958 1065823 602066 322633 1168581 1470614 917715
1968247, 847503 189846 1395468 1858315 1926349 808021 1568632 1879410 1241503 158274
1968261, 1526193 813731 1620195 1811456 1281238 93899 1964385 536564 993945 1463401
1968272, 1225282 536213 324494 62855 1951286 1805944 1744948 1150070 1914928 1933577
1968289, 1762535 119565 1053546 239785 378511 554650 1201165 410251 1328994 289408
1968297, 1629940 409749 572855 391125 461391 1211197 1091394 1619626 1371431 1636459
1968301, 57424 1671093 1181806 235326 1302567 357527 698196 1859218 1681195 601990
1968306, 654385 1928307 1948438 674564 229191 876196 1046045 1298251 1488793 953718
1968307, 210662 1628715 16253 592069 230308 719828 126135 511468 1721443 679344
1968310, 257216 591811 87682 1079666 1140512 1579656 1987154 1236725 1634178 1374423
1968354, 319767 1392111 184393 808013 149316 736017 669405 69753 1874558 1773731
1968355, 760766 77845 1946920 1131671 659551 123810 1917740 1809245 1320299 149477
1968360, 117259 705053 1385319 1190849 699693 487910 376824 1072991 1959123 1495564
1968367, 1515183 112325 1864862 1748050 1127394 1202693 1330260 1092791 1393641 435844
1968369, 358823 1880997 715694 1226985 1442315 1030419 807098 518573 1027647 775048
1968374, 1565052 1293475 694676 1736793 11240 863944 1037068 1163331 38807 1042942
1968378, 929067 1131792 118558 1186454 1834297 559578 849397 36858 1023046 1708515
1968390, 1738842 861528 1714784 1774016 1577745 1209149 1661503 1599807 1012436 116414
1968395, 26832 1735494 1590967 645043 1279812 338511 1683443 1263061 579826 1438614
1968403, 619174 2083298 980264 1750879 1833073 798055 156873 100777 565917 597710
1968413, 2015952 1582294 764196 636875 1084270 1373606 389901 1448156 674777 1687020
1968414, 1014821 1260410 1823064 1050760 355212 1185578 1487186 1773379 1866247 1524888
1968415, 1217657 286472 1249591 1038068 1760163 358114 808478 113268 1538798 475365
1968416, 596414 351933 1786635 1883215 1680996 944157 305416 1852556 1081591 501959
1968436, 512170 123594 1361090 766599 1745568 345081 490318 1148003 1671047 118071
1968445, 1185518 511283 163727 1408794 700790 1963617 829886 1887938 942490 1484015
1968511, 79769 1858172 1152554 758946 133016 1575104 1361769 188237 1771411 1126642
1968537, 1474270 724477 1178166 911756 1034909 348182 1861316 1115466 1645831 1853811
1968595, 89306 119892 843611 3415 393757 1312882 710644 1452055 1200589 997987
1968602, 1603251 1139056 978045 324912 1706002 1360917 738724 92049 1788676 183891
1968618, 1307223 239935 513601 470061 789138 1033171 1716349 1685096 1751884 696095
1968638, 1445723 1460493 1837609 284563 71302 139477 1343760 368883 605369 1416747
1968641, 1095438 1385316 1743248 13823 656525 630931 262799 1814731 1479466 1649124
1968647, 1743922 432094 1682381 22285 353287 1687142 707193 831098 1236198 1833142
1968650, 1203279 931452 38923 155127 846977 284241 657448 1775683 1074825 1354271
1968655, 1389870 252861 222007 1112587 140817 630880 184771 1028438 1208177 1858280
1968656, 1660035 172374 29589 1857126 174926 375468 497404 1667933 1159796 1785875
1968672, 1132891 1902179 1790358 843501 205255 239786 1701228 1286025 220956 640597
1968676, 1020756 1872157 1218595 1725654 444640 1360339 1064413 1603305 427685 2085144
1968678, 1737105 260987 1274760 377479 208697 1801284 547330 27234 1537021 1865354
1968679, 1834570 329538 664056 77295 39812 414103 390878 1125807 38939 318850
1968686, 1797083 125241 1226511 1718074 457385 1341789 1207142 153921 954237 1839198
1968699, 1936974 934892 1370737 271680 1458506 529845 1449646 1401368 387657 74147
1968705, 1937296 1934537 1011007 1916474 1173185 930190 1094082 1071685 877298 416688
1968707, 1377874 1687812 1900640 1223876 1798267 761909 1899013 1116072 1520360 939637
1968708, 36417 1393424 250407 518684 1028146 1451632 1412289 278458 1154875 1091696
1968722, 476948 241073 22689 1634812 1590545 130701 1947381 144907 705582 234967
1968732, 2061671 37931 708178 820975 995425 504089 964970 1479491 1769946 1269122
1968747, 139998 490686 69443 757426 1411190 828910 2085373 1841899 1930147 1186269
1968783, 1118759 761202 1563530 1462928 1612957 318774 1838893 892594 815792 684214
1968790, 472529 448954 1585089 438206 1664378 872971 824375 1867362 811523 1234910
1968794, 1772150 1749424 18241 1278249 431726 976666 854900 1827385 1030423 495004
1968798, 937696 9729 554195 1607213 611269 1109391 685576 521046 1838475 828488
1968813, 1968147 1330237 168701 388517 1112199 810084 1043449 511727 1714141 403164
1968815, 325620 640195 1934435 1736702 395318 81637 329423 1053012 1683885 1534127
1968819, 1051150 1802067 112944 242345 161101 790734 687665 557513 1793794 1682548
1968828, 1557924 1178813 1830922 663620 265750 1765875 6104 95799 883032 174709
1968830, 1657874 52861 565206 574171 1101988 491962 1041365 1850066 1413683 385624
1968833, 1481169 1688343 1838260 1044474 1391928 1682597 1762995 1664129 557909 402291
1968836, 1051147 871916 1015814 432958 704630 1874739 403873 607398 1033865 1657495
1968841, 1895344 1481656 1164782 954532 217585 422368 852964 396373 278692 1186000
1968843, 1242276 1288868 1593670 1985053 69331 866128 1246092 1010363 1724271 391318
1968847, 1195376 1299284 404773 468520 1900464 1532656 1660824 542512 1253769 1284067
1968852, 594063 1124284 96353 1416486 1644071 1238920 14961 850300 26188 1905208
1968858, 986159 903907 1448685 470548 1209885 1841434 644724 398247 1397053 1459050
1968863, 636546 773857 1881206 339132 303855 1725347 903156 1819634 1431745 384880
1968871, 1543019 1561406 1880740 763620 1567139 1662414 986805 1720319 1111343 1560471
1968875, 84938 1711571 1419776 1562814 1910647 1781670 317443 67853 437014 541053
1968881, 408040 999366 83298 586610 861280 926804 37452 755893 1804925 1824114
1968896, 974400 115520 1707541 852734 1433661 1719019 1113905 1317053 1326527 1295269
1968925, 1715058 251431 577677 604084 939928 158988 1254621 853731 280771 18650
1968929, 56253 60116 1197704 1934857 1037617 1213842 790643 1643982 384610 1393699
1968938, 1792501 1060680 800866 1385706 1325428 783842 1910121 1420779 1664012 1311522
1968942, 540179 627022 1158656 1288881 1929789 739480 505949 1051585 180339 1124462
1968949, 54706 1531443 193661 654932 506270 1933101 677043 713949 1550058 625558
1968950, 807584 1246113 684216 1814157 352857 487029 556965 1204541 136491 388192
1968953, 1596373 737719 975280 111121 1141165 1702395 852503 485500 1656782 663607
1968975, 721108 731104 1108340 1883101 826631 1463054 81649 1418088 1257951 119435
1968981, 1185820 805069 1429931 1116025 552382 356155 794555 629385 454135 745245
1968997, 685157 1850961 1915312 1052699 432673 1734142 859917 1905456 1808945 1058272
1969008, 237379 1703723 725374 961623 10921 1673186 605432 1929215 1506299 1708292
1969013, 83302 1106065 1135863 1038556 815065 1479503 1028574 190158 1836262 207172
1969015, 229043 277696 392265 468207 309539 1667840 319733 1510671 583231 1875396
1969019, 814144 79013 1440452 520117 974161 541919 197287 973722 351184 15716
1969033, 1840714 1184868 56084 1614301 27144 849982 1080212 248610 334861 141961
1969060, 189255 579537 1547809 1671400 1087503 1659790 48518 1822516 615552 881387
1969064, 1270803 3748 619686 1964105 3834 970388 57317 725504 1437812 901651
1969066, 1001198 1231569 1929472 1549046 937328 1885146 733810 1849860 345053 1286620
1969089, 492277 742089 279070 1352399 263252 1728181 1916506 895335 1289945 1867861
1969098, 1551379 1004998 154544 1066418 584361 697480 3274 1365545 1012239 469185
1969113, 673491 601902 1383797 112155 530618 1359402 112943 821404 498554 17175
1969116, 1955951 1060970 856141 1290041 338215 663828 1362567 631141 37770 1184863
1969117, 499356 1699279 585810 104178 1940835 535618 1340298 511105 1823535 1219749
1969121, 8878 706245 1624800 1479925 1524570 334085 1508584 1385100 354846 2090173
1969126, 902439 1633966 1618819 998592 273308 1909559 1879904 1219225 509033 1056198
1969159, 1582895 1216591 556819 93188 234976 1455988 1765650 1413609 1561180 1753558
1969172, 1734599 126233 635009 888521 1592969 1752623 1164321 130428 889836 483213
1969177, 1872137 1128770 1078006 116144 522584 1271427 1889877 768054 495012 1786858
1969200, 1887011 306900 585709 1756383 895805 362854 1307536 357792 1474643 1696141
1969264, 433027 499384 441840 151196 334253 20858 1414685 1141970 218593 1963899
1969331, 1260973 1676462 1114465 1288273 786141 553808 576378 1136104 719721 1785118
1969332, 312397 117906 1805042 611549 691792 1611001 772955 369928 586795 1987066
1969348, 616996 1840807 1786694 960638 506137 1426708 806732 1185563 618041 1043016
1969349, 656586 1538846 1446731 1390172 869943 226240 1789352 1616873 1002209 1095850
1969361, 1978050 1551372 1052658 618341 1214821 115405 1392974 1405438 825456 347758
1969371, 121386 1902114 1058203 1035296 266960 1771819 95271 1362543 901686 1095899
1969392, 763714 751706 371151 380915 93088 1562454 993689 266513 920421 1983336
1969402, 67519 213857 732996 1931818 1742763 456402 1561499 1314443 1735849 3221
1969483, 293434 1165904 1148667 1508998 1665770 1278956 1215919 1503512 742135 701510
1969490, 1344665 337156 1260139 1371757 1312550 422052 1538227 1408833 1498461 1830327
1969491, 924473 587315 962108 817543 1748163 1584704 263260 869439 935386 889043
1969534, 1455513 220236 224836 93836 965057 668067 900570 284096 810977 891981
1969535, 914770 561416 726646 554261 1880811 503199 1845745 1192348 1252764 1520947
1969540, 396064 634976 22398 844046 201381 1268672 132015 1464220 510323 146125
1969541, 1143924 36251 1649863 374465 942044 1783178 1675614 1389540 1414668 1796156
1969543, 1339525 1624966 1333257 1938197 1320612 1017276 1853967 768882 413485 1765580
1969551, 1746401 1121649 1516588 1633187 1609853 557374 1889664 1502851 1438443 147268
1969552, 1775988 421113 1325290 1049512 226989 369265 1605454 669125 661019 1877761
1969559, 727246 1304002 1122890 1191473 612293 1332605 785979 113577 691576 1549582
1969569, 1967397 226839 1365481 1788018 247676 1118332 210731 823588 395171 1044480
1969625, 42226 1081684 292065 1200736 814423 113580 1885532 1081762 162549 726241
1969626, 1355059 473519 587270 222721 959435 1238503 208031 1930228 597529 854711
1969635, 1755655 231905 19784 409397 733866 1163055 448804 1937624 418209 337472
1969637, 1544291 686114 1616838 1920239 33257 677977 1834199 187774 1555574 1548172
1969649, 800996 1909813 1760135 1224836 1305285 1417301 1378877 1202050 417580 785532
1969651, 329030 1128564 362683 160150 1559735 1848510 1669370 284736 994082 758568
1969653, 414250 889698 1432237 72722 1649848 791630 482383 1652755 957016 154258
1969654, 953149 1631638 1745911 828661 1701200 1680044 229228 1694715 840662 1422157
1969655, 252856 1837111 434599 421427 791829 1983286 290988 1879022 1266261 930919
1969658, 710340 1687617 26473 1799208 933812 1488465 545213 1839809 379280 1318254
1969659, 1957998 848587 1893575 1908285 491768 512957 489970 30792 23307 1705345
1969662, 890415 436602 674256 594748 1938837 688867 1772972 384048 1192263 1535514
1969664, 109547 1724191 1153458 1349361 610075 190582 891041 745983 308050 1527806
1969680, 1770643 1777662 975093 1491501 723923 569300 1981499 137510 144519 1910992
1969686, 1505444 542758 482173 1938753 1385812 112518 1739313 948449 519714 695982
1969777, 1342574 160813 1086217 1777180 1907690 1533418 1682272 954674 1730316 777964
1969801, 945457 1862475 377910 1117363 904645 670903 621614 1272027 1348497 555029
1969811, 869823 1345137 580629 1012148 1080048 8318 456919 120935 1216840 1045422
1969815, 1913269 533931 525563 1336528 1015485 1965321 1887247 2019005 526744 186080
1969820, 1116713 1654488 935697 1636080 100655 444521 169654 510170 403027 137797
1969821, 1932760 497844 620596 1418124 1110275 1750212 912141 285066 1976172 59348
1969838, 1641378 195098 1120245 566265 192226 1699666 1032582 1647799 1052897 112362
1969842, 935963 1338677 800991 580262 1521136 691644 517796 173521 1144736 106301
1969847, 375679 355931 1329561 976240 1368732 1030190 1468209 1479950 1296278 980254
1969848, 1808116 593080 146891 1610820 297676 1458281 954383 952219 1935576 1258709
1969853, 652199 22314 882521 229095 1457327 1386006 384515 271461 1693181 678218
1969873, 1972497 1711773 575007 941104 670305 1943558 1452217 1108958 73681 876813
1969894, 192876 1518468 528768 821690 62962 2088115 1592268 1290431 915537 1360666
1969896, 204273 1027563 251197 1505359 69340 234914 1415987 1473922 1737 197235
1969900, 1242753 1301928 822407 657527 335353 1338456 1378698 167304 1013874 90934
1969914, 975669 508101 354213 558361 1470320 861976 561415 595893 1849693 1960417
1969916, 224842 1135525 1167472 563936 834167 1092880 1027514 615798 1424904 1313069
1969920, 248792 1124458 660627 315673 786728 1857787 787577 1240607 314597 881285
1969921, 821601 1007067 63188 638736 654769 1348432 1234909 1824999 29405 1167267
1969929, 918010 1709665 125765 1625044 1401871 430853 1087702 1544338 451531 334232
1969933, 282623 1387664 355856 1254775 1531825 176627 63992 311595 112756 170402
1969935, 727152 864343 1885270 1910974 735694 1662482 1178372 606379 111357 454859
1969938, 1464053 490944 1899528 1539405 997254 377665 1679219 1502314 1026169 1975610
1969939, 894554 619950 1473990 1351014 43514 1196879 380110 1359103 249515 1243522
1969962, 1262940 704823 1128630 1345599 222676 854983 1037564 1653255 2018005 1226181
1969967, 239452 919516 1181662 1031232 1433475 861499 100658 1444215 1625496 233121
1969971, 921918 1460496 1428643 1700623 211289 1281789 1179835 261991 385709 43747
1969987, 1524509 80600 1045589 1343773 1241188 612612 883312 1747989 1560984 1630301
1969992, 665825 1839906 1132719 1698765 482852 607777 398699 764902 1004213 695640
1969993, 1401659 1240347 915231 771795 779845 743753 786224 1772184 1473622 221148
1969995, 1747452 1581049 1933993 1573867 539557 1106786 356256 1544749 1978794 552413
1970012, 1876582 568741 590191 620591 1936092 1739922 228448 1668781 1119498 828430
1970015, 1640177 344555 264814 1062370 1271680 646237 932091 1027830 647552 397255
1970020, 1415040 1075752 204815 1724486 812155 156309 1355534 126529 91309 1404241
1970049, 728605 889924 1003533 632657 1086125 1454716 546683 1555418 1021407 1234349
1970075, 667894 788383 938031 1019892 1630737 378444 451917 1804057 1615509 321762
1970104, 973999 502349 1437364 994548 1265712 570255 103107 1301428 620574 363894
1970110, 139631 853830 1585487 1652773 240500 803512 1500512 209613 1290846 205808
1970115, 1820962 1945361 1022036 790519 242306 223108 1384444 1264669 250703 163822
1970129, 250523 993712 1216855 9245 201825 1837785 766142 137964 198374 1674664
1970133, 1252123 576985 191543 479036 1160029 978900 1366507 422590 730909 270759
1970139, 439822 1244094 947065 578948 1015325 1379471 1554633 1711822 903398 621388
1970144, 1451561 1773036 372452 154870 1892004 932599 705417 1070186 1393013 1821132
1970154, 1418029 1690017 1068111 451796 349364 940112 1069673 1518033 776832 75749
1970156, 858140 1946630 687244 214637 57545 334438 1280236 1293615 584948 58255
1970174, 1248347 622126 817926 682830 97681 1461891 1939040 1313105 1478366 318139
1970182, 1115640 1315812 1688923 956115 343111 666122 1007044 118826 253347 274292
1970184, 21548 1399680 1350021 1124696 2021952 1393819 472910 610022 763947 1031367
1970195, 471861 509490 1724802 814738 1074566 1490226 325776 1008915 88361 197469
1970196, 947311 1064643 458984 779747 1595757 1586174 1336360 1676064 491029 1337985
1970202, 1655138 1321906 734446 351306 1423833 1176498 120888 1183073 706828 1793179
1970207, 346437 478196 1114718 1635937 1110479 184833 1095833 654768 1742831 994325
1970210, 52048 432648 335303 285156 2032217 371544 531984 1598307 937929 920618
1970217, 1233285 1717926 1588706 1345922 320414 1867652 1943722 636939 195476 894746
1970219, 27360 1214485 1594568 1003585 1347289 1068935 652736 1331072 310022 778973
1970220, 1326406 1330288 1764682 1280383 1586846 427547 1449363 162856 517843 775578
1970221, 597126 1276986 1695031 1241728 1331911 134713 812905 229398 303138 21500
1970224, 552344 1208999 1302124 1087888 1630899 1931610 743330 958404 153846 1373554
1970229, 1195805 928286 1763468 532729 461475 1829940 233865 1582345 634785 1770133
1970230, 1537741 442555 1713141 401981 1858315 495388 1420309 1208204 1871599 1917264
1970236, 740240 1927580 363189 1460700 1363865 1821772 489438 813759 1090872 1560513
1970243, 679707 15810 187509 673092 196450 1850786 974594 164505 1242594 1113486
1970253, 1298762 553856 1975842 166813 668991 994563 356196 2017278 987798 1609900
1970257, 379370 377926 894298 1940447 1238218 793121 2080053 1461690 1008255 765826
1970274, 1710931 840181 1247737 480909 849903 1129064 1237663 1845046 831282 322071
1970280, 1656133 969132 1508079 1562133 1827244 1033056 1583810 96914 539840 918561
1970286, 955068 598841 502132 1339852 1427464 841418 1128074 458577 1277446 185067
1970300, 436760 1028786 42574 502873 432906 840633 933846 294311 1854321 1293982
1970301, 1623711 1267413 786369 522984 615035 1634215 1310069 1758588 1477609 1969322
1970303, 1250031 338549 1788251 273514 1787388 1224512 1211707 563587 249973 1864088
1970306, 261415 353810 628397 1083446 1538908 184007 310110 1298113 720614 212616
1970307, 739062 243434 1745902 1780259 641253 1782823 84160 1518629 430091 350423
1970315, 1470801 112268 806623 1464849 1855928 169520 1032455 253704 360052 962196
1970316, 1894542 1729294 1238241 1806409 272517 463248 1497434 266128 700284 1340
1970317, 1727647 628843 216681 1935877 406156 1329613 1324418 620382 292408 187265
1970320, 84890 905531 1771305 877509 790944 110248 796182 534627 535135 1723582
1970330, 1332846 939683 1736790 1128088 468995 778770 1385000 537518 1093625 710964
1970331, 537975 466113 1451223 1449761 890706 531596 1626865 289214 1945343 904500
1970333, 1331431 153984 1227694 259660 248314 1370459 1403784 1900695 518736 1260113
1970335, 308276 1450555 328461 881241 1980273 1422213 1309861 1751779 1934343 1516226
1970340, 1750819 130674 110235 798042 1616699 688395 1080068 979437 1057642 353189
1970345, 1087678 459105 933908 381576 426920 869464 1924541 256780 167245 1336308
1970350, 45159 10282 1771477 591914 1260530 1932754 656218 1891901 1418594 1526920
1970351, 632866 818037 1475586 1543647 576059 176625 1318308 1546936 1633860 1545032
1970358, 1592610 1609639 1750397 615195 956588 755043 484623 960237 343760 765167
1970359, 1364168 1742942 1666627 712552 116095 478851 1899523 886795 1138815 901350
1970364, 1119867 428673 582881 295790 712249 1712015 1745023 1450696 517645 768087
1970366, 978254 1514194 69464 507527 1739335 706276 434583 795456 97118 300775
1970370, 1888678 399820 162100 227255 346441 133673 1898212 1677914 870321 282224
1970372, 1104377 160744 428690 1835016 1365551 1006729 880648 251018 244379 1590887
1970380, 183449 1293947 1134203 11708 525740 1606795 955030 1889991 1703941 960416
1970384, 688302 1860928 1127257 1103716 231363 265598 1398186 191853 274016 1868619
1970388, 434673 994403 2090266 1796297 1485372 1834057 4887 97380 1001973 600731
1970401, 1692614 446382 895948 1259684 145622 949322 1423186 601096 668884 1504712
1970402, 359195 894713 1100696 238479 446860 1835754 997289 1111508 851191 1837713
1970405, 1695562 1204155 953879 367465 445970 1753439 127739 893075 1998936 1783908
1970406, 1690402 1278665 563900 406114 121767 1346655 1201915 804033 1218550 1219487
1970410, 584225 515349 1112077 553099 973477 914119 994468 1867032 1063698 89437
1970411, 589593 1679373 1342624 1138253 1926338 1372264 201978 1616253 209408 165663
1970420, 425842 1250659 1882054 1494840 21752 396017 248262 630079 1504685 548953
1970437, 643189 1714223 318474 1771784 1864449 470914 1883666 530569 446541 970732
1970439, 501421 296975 1004734 394611 1363214 76829 1848030 939604 1591421 615746
1970440, 587110 1873135 487604 874010 747714 944245 1310551 931142 653498 605211
1970442, 1702957 548729 1213867 930845 995159 942736 296228 1530675 108320 1469746
